Utada Hikaru,"Hikaru Utada (宇多田 光)January 19, 1983 (age 35)New York City, New York, United States",Kazuaki Kiriya (m. 2002–2007)Francesco Calianno (m. 2014–2018)
Angélica Vale,"Angélica María Vale HartmanNovember 11, 1975 (age 43)Mexico City, Mexico",Otto Padrón (2011–present)
"Vallely performing a head-high frontside air at a demo at Doc*36 Skatepark in Jackson, Mississippi.","June 29, 1970 (age 48)Edison, New Jersey, United States",Ann Vallely (m. 1992)
Dick Van Dyke,"Richard Wayne Van DykeDecember 13, 1925 (age 93)West Plains, Missouri, U.S.",Margie Willett(m. 1948; div. 1984)Arlene Silver (m. 2012)
Countess Vaughn,"Countess Danielle VaughnAugust 8, 1978 (age 40)Idabel, Oklahoma, U.S.",Joseph James(m. 2002; div. 2005)
Alexa Vega,"August 27, 1988 (age 30)Miami, Florida, U.S.",Sean Covel(m. 2010; div. 2012) Carlos Pena Jr. (m. 2014)
Joy Villa,"Joy Angela VillaApril 25, 1986 (age 32)Orange, California, U.S.",Thorsten Overgaard (m. 2016)
Seven Volpone,"Keith VolponeMarch 4, 1972 (age 46)Bronx, New York, U.S.",Yusan Debra Chen (m. 2014)
Jenna von Oÿ,"Jennifer Jean von OÿMay 2, 1977 (age 41)Danbury, Connecticut, U.S.",Brad Bratcher (m. 2010)
Donnie Wahlberg,"Donald Edmond Wahlberg Jr.August 17, 1969 (age 49)Boston, Massachusetts, U.S.",Kim Fey (m. 1999–2008)Jenny McCarthy (m. 2014)
Rufus Wainwright,"Rufus McGarrigle WainwrightJuly 22, 1973 (age 45)Rhinebeck, New York, U.S.",Jörn Weisbrodt (m. 2012)
Hynden Walch,"Heidi Hynden WalchFebruary 1, 1971 (age 47)Davenport, Iowa, U.S.",Sean McDermott (m. 1999)
Wang Leehom,"Alexander[1] Leehom WangMay 17, 1976 (age 42)Rochester, New York, U.S.",Lee Jinglei (m. 2013)
B. J. Ward,"Betty Jean WardSeptember 16, 1944 (age 74)Wilmington, Delaware, U.S.",Donald Trenner (m. 1960s; div. 19??)Gordon Hunt(m. 1995; died 2016)
Dionne Warwick,"Marie Dionne WarrickDecember 12, 1940 (age 78)Orange, New Jersey, U.S.",William Elliott(m. 1966; div. 1967)(m. 1967; div. 1975)
Gerard Way,"April 9, 1977 (age 41)Summit, New Jersey, U.S.",Lindsey Way (m. 2007)
Pete Wentz,"Peter Lewis Kingston Wentz IIIJune 5, 1979 (age 39)Wilmette, Illinois, U.S.",Ashlee Simpson(m. 2008; div. 2011)
Barbara Werle,"Barbara May Theresa WerleOctober 6, 1928Mount Vernon, New York U.S.",John Branca Sr.
Kanye West,"Kanye Omari WestJune 8, 1977 (age 41)Atlanta, Georgia, U.S.",Kim Kardashian (m. 2014)
Nathan West,"Nathan Luke WestSeptember 29, 1978 (age 40)Anchorage, Alaska, U.S.",Chyler Leigh (m. 2002)
Jed Whedon,"Jed Tucker WhedonJuly 18, 1974 (age 44)United States",Maurissa Tancharoen (m. 2009)
Jack White,"John Anthony GillisJuly 9, 1975 (age 43)[1]Detroit, Michigan, U.S.",Meg White (m. 1996–2000)Karen Elson (m. 2005–2013)
Persia White,"October 25, 1972 (age 46)[1]Miami, Florida, U.S.",Saul Williams(m. 2008; div. 2009)Joseph Morgan (m. 2014)
Allison Williams,"Allison Howell Williams[1]April 13, 1988 (age 30)New Canaan, Connecticut, U.S.",Ricky Van Veen (m. 2015)
Hayley Williams,"Hayley Nichole WilliamsDecember 27, 1988 (age 30)Meridian, Mississippi, U.S.",Chad Gilbert(m. 2016; separated 2017)
Joy Williams,"Joy Elizabeth WilliamsNovember 14, 1982 (age 36)West Branch, Michigan, U.S.",Nate Yetton (m. 2004)
Pharrell Williams,"Pharrell Lanscilo Williams[1]April 5, 1973 (age 45)Virginia Beach, Virginia, U.S.",Helen Lasichanh (m. 2013)
Vanessa Williams,"Vanessa Lynn WilliamsMarch 18, 1963 (age 55)The Bronx, New York, U.S.",Ramon Hervey II(m. 1987; div. 1997) Rick Fox(m. 1999; div. 2004) Jim Skrip (m. 2015)
Bridgette Wilson,"Bridgette Leann WilsonSeptember 25, 1973 (age 45)Gold Beach, Oregon, United States",Pete Sampras (m. 2000)
Nancy Wilson,"Nancy Sue WilsonFebruary 20, 1937Chillicothe, Ohio, U.S.",Kenny Dennis(m. 1960; div. 1970)Wiley Burton(m. 1974; died 2008)
Wisin,"Juan Luis Morera LunaDecember 19, 1978 (age 40)Cayey, Puerto Rico",Yomaira Ortiz (m. 2008)
Stephanie Wittels,"Stephanie Rose Wittels[1]February 20, 1981 (age 37)[2]Houston, Texas, US",Mike Wachs
Stevie Wonder,"Stevland Hardaway JudkinsMay 13, 1950 (age 68)Saginaw, Michigan, U.S.",Syreeta Wright(m. 1970; div. 1972)Kai Millard(m. 2001; div. 2012)Tomeeka Bracy (m. 2017)
Marc Worden,"David Marc WordenJune 5, 1976 (age 42)Toronto, Ontario, Canada",Mari
Vanness Wu,"7 August 1978 (age 40)Santa Monica, California, United States",Arissa Cheo(m. 2013; div. 2018)
Kimberly Wyatt,"Kimberly Kaye WyattFebruary 4, 1982 (age 36)Warrensburg, Missouri, U.S.",Max Rogers (m. 2014)
Yoon Mi-rae,"May 31, 1981 (age 37)Fort Hood, Texas, United States",Tiger JK (m. 2007)
Tina Yothers,"Kristina Louise YothersMay 5, 1973 (age 45)Whittier, California, USA",Robert Kaiser (m. 2002)
Stephanie Young,None,David Lee Brehm[2][3]
Kim Zolciak-Biermann,"Kimberleigh Marie ZolciakMay 19, 1978 (age 40)Pensacola, Florida, U.S.",Daniel Toce (m. 2001–2003) Kroy Biermann (m. 2011)
